# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 65K of event 'cpu/cycles/Pu'
# Event count (approx.): 254879522953
#
# Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .........................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.00%  [.] 0x0000000000178825                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b0c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176370                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream& std::ostream::_M_insert<double>(double)                                                                                                                                                                                                                                                                                                  -      -            
     0.00%  [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, bool) const                                                                                                                                                                        -      -            
     0.00%  [k] 0xffffffffad17713b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream& std::ostream::_M_insert<bool>(bool)                                                                                                                                                                                                                                                                                                      -      -            
     0.00%  [.] 0x000000000005c4d3                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176374                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const                                                                                                                                                                        -      -            
     0.00%  [.] 0x0000000000092b25                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b10                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000148d34                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::locale::id::_M_id() const                                                                                                                                                                                                                                                                                                                         -      -            
     0.00%  [.] 0x000000000017658a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Genome::addConnection(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, int*, int, bool, float)                                                                                                                                                                                    -      -            
     0.00%  [.] 0x00000000000a71f8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001765fa                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac011fe6                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Population::speciate(int, int, float, float, float, float)                                                                                                                                                                                                                                                                                       -      -            
     0.00%  [k] 0xffffffffabffae1e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac086f48                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176641                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf766c1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a701b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176612                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac088e8f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabffadd8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Genome::mutate(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, int*, bool, float, float, float, float, int, float, float, int)                                                                                                                                                   -      -            
     0.00%  [.] 0x00000000000a506c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001765b7                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a4ffe                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad16292f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000065fc4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac086f34                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a5019                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a4f23                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf27b8c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad162967                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Genome::addNode(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, int*, int, bool) [clone .part.0]                                                                                                                                                                                 -      -            
     0.00%  [.] 0x00000000000a6290                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a5d01                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac08c992                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a7794                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a7690                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a75d4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000017662a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad177124                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6ecb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176385                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a61f2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000175a44                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c334                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6253                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c4df                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000064ec5                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005650c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005ddb3                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000066026                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005cc7a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] __uselocale                                                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [.] 0x000000000005d2e2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005db7f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac3b441d                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005ce71                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000065197                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dc8b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005ce87                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d406                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dc52                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005cc5d                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000175a47                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c53e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3d1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000055847                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092af1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000010ef60                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d138                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dcbf                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3eb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000006601b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c822                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001791a5                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000065ff2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c780                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005585f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a4fe4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d0f6                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005cf31                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream::operator<<(int)                                                                                                                                                                                                                                                                                                                          -      -            
     0.00%  [.] std::locale::facet::_S_get_c_locale()                                                                                                                                                                                                                                                                                                                  -      -            
     0.00%  [.] 0x000000000014738d                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c4a8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000064efb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005583b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dfa6                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005da27                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabfd5ab7                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000178822                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac011fd4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005ce77                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092ae7                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad1474de                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf766f0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad1615ca                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000010ee80                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b1e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005eaa2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dc67                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3ca                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dc87                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a7aa0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac3001a2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac2cb14a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176eb6                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac2e054e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000b219                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad15ca39                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000b20f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000010404                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac6f31da                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad161594                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000225ef                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad1797c0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc01ca0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc01d22                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000022514                                                                                                                                                                                                                                                                                                                                     -      -            


#
# (Tip: To change sampling frequency to 100 Hz: perf record -F 100)
#
