# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 363K of event 'cpu/cycles/Pu'
# Event count (approx.): 1395435036785
#
# Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                     IPC   [IPC Coverage]
# ........  .........................................................................................................................................................................................................................................................................................................................................................  ....................
#
     0.01%  [k] 0xffffffffad17713b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] 0x0000000000092ad0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.01%  [.] mnist::MNIST_dataset<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char> mnist::read_dataset_direct<std::vector, std::vector<unsigned char, std::allocator<unsigned char> >, unsigned char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long)  -      -            
     0.01%  [.] 0x0000000000092b28                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)                                                                                                                                                                         -      -            
     0.00%  [k] 0xffffffffac08c9b2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const                                                                                                   -      -            
     0.00%  [k] 0xffffffffac08c992                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b1e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b25                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b10                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176385                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b0c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::basic_filebuf<char, std::char_traits<char> >::xsputn(char const*, long)                                                                                                                                                                                                                                                                           -      -            
     0.00%  [.] 0x000000000017663c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001473e8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac086f48                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream::sentry::sentry(std::ostream&)                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [.] std::basic_streambuf<char, std::char_traits<char> >::xsputn(char const*, long)                                                                                                                                                                                                                                                                         -      -            
     0.00%  [.] 0x0000000000176641                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b35                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] rand                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.00%  [.] std::codecvt<char, char, __mbstate_t>::do_always_noconv() const                                                                                                                                                                                                                                                                                        -      -            
     0.00%  [k] 0xffffffffabf27b8c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf766d3                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000017664a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000017662f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6ecb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176625                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] cfree                                                                                                                                                                                                                                                                                                                                                  -      -            
     0.00%  [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const                                                                                                                                                                        -      -            
     0.00%  [.] 0x0000000000176633                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000178825                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001791a1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad162967                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176571                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092af9                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000148d47                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Population::selectParent(int)                                                                                                                                                                                                                                                                                                                    -      -            
     0.00%  [.] 0x0000000000056519                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream& std::ostream::_M_insert<long>(long)                                                                                                                                                                                                                                                                                                      -      -            
     0.00%  [.] std::ostream& std::ostream::_M_insert<bool>(bool)                                                                                                                                                                                                                                                                                                      -      -            
     0.00%  [.] malloc                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.00%  [.] 0x000000000017662a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a4ffe                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad16292f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac09f004                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad1797c0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092ada                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad162963                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a79a1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176646                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] __uselocale                                                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [.] 0x000000000005c3e0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000064ec1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176370                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::locale::id::_M_id() const                                                                                                                                                                                                                                                                                                                         -      -            
     0.00%  [.] 0x000000000005c3d1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d40a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::locale::facet::_S_get_c_locale()                                                                                                                                                                                                                                                                                                                  -      -            
     0.00%  [k] 0xffffffffac088e63                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000055847                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Genome::addNode(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, int*, int, bool) [clone .part.0]                                                                                                                                                                                 -      -            
     0.00%  [.] neat::Genome::mutate(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, int*, bool, float, float, float, float, int, float, float, int)                                                                                                                                                   -      -            
     0.00%  [k] 0xffffffffac088e8f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176485                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b54                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a61c5                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac085b44                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac086f34                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092af1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf27b66                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] setupFn(float*, void*)                                                                                                                                                                                                                                                                                                                                 -      -            
     0.00%  [k] 0xffffffffad1615d4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc015f7                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf766c1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::do_put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, bool) const                                                                                                                                                                        -      -            
     0.00%  [k] 0xffffffffabc01280                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a4f3b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad165075                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a5d0c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac08b1cb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf27b50                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000017660c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac017359                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a779b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001764b5                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000176598                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] malloc                                                                                                                                                                                                                                                                                                                                                 -      -            
     0.00%  [k] 0xffffffffad162974                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc01ca6                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6e23                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] operator new(unsigned long)                                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [k] 0xffffffffad177124                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc01d22                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad177110                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001765ed                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac08ca00                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf766b4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a4f3d                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabf766db                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005cdab                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d564                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000175a47                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d08f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3e4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005cca4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001791b0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d084                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3c2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c4a8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005583b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000175a00                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001473d1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3ee                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6e2a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001787f4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000056531                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c4d0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005eaa2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c77c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d115                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream::operator<<(int)                                                                                                                                                                                                                                                                                                                          -      -            
     0.00%  [.] 0x000000000017644d                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c2d0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000175a2c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c3ca                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a5d01                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000010eef1                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c2e7                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dd07                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d12c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dc4c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005e45b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000564b0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Population::save(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)                                                                                                                                                                                                                                                -      -            
     0.00%  [k] 0xffffffffc1b20033                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d5fe                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d601                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000055830                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a7444                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d289                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c916                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::ostream& std::ostream::_M_insert<double>(double)                                                                                                                                                                                                                                                                                                  -      -            
     0.00%  [.] 0x0000000000064f00                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000064ec5                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Genome::isValidNewConnection(int, int, bool)                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d138                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000564e0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000056513                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] std::__num_base::_S_format_float(std::ios_base const&, char*, char)                                                                                                                                                                                                                                                                                    -      -            
     0.00%  [k] 0xffffffffad1797c2                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a7599                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000001765fa                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] neat::Node::Node(int, int)                                                                                                                                                                                                                                                                                                                             -      -            
     0.00%  [.] 0x00000000001473ca                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a75d4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a7468                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] __uselocale                                                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [.] 0x000000000005d2c8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabffae1e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] main                                                                                                                                                                                                                                                                                                                                                   -      -            
     0.00%  [.] 0x0000000000175a28                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6e20                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a7690                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005eb4b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac011fe9                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000552e4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a6e8b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005d5a3                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac086f41                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a4feb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabef5770                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac011fd4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc01ced                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000092b04                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac09f00b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc015f0                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac011fd8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc01cbe                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad16292c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc015f4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad16295c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad165ecb                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad16159c                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad17711a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc015ff                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005dd00                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac08c9d3                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c4b7                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000005c83f                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a619d                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac2e031b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac2ccb2e                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad1474de                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffad177180                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] makeSubset(std::vector<std::vector<unsigned char, std::allocator<unsigned char> >, std::allocator<std::vector<unsigned char, std::allocator<unsigned char> > > > const&, std::vector<unsigned char, std::allocator<unsigned char> > const&, unsigned long)                                                                                             -      -            
     0.00%  [k] 0xffffffffac30544b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x00000000000a7622                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] operator new(unsigned long)                                                                                                                                                                                                                                                                                                                            -      -            
     0.00%  [k] 0xffffffffac30239a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac344bfe                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac341a7b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000029f04                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000b20b                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000010520                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000ada8                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x000000000000afd4                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac3c1a1a                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffac053511                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [k] 0xffffffffabc01287                                                                                                                                                                                                                                                                                                                                     -      -            
     0.00%  [.] 0x0000000000022514                                                                                                                                                                                                                                                                                                                                     -      -            


#
# (Tip: Show current config key-value pairs: perf config --list)
#
